Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Grams,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Age,Pieces,Rating,Rating Count
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/e96cbe09db46a9b685a363c6e04c8e9b.jpg,2,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/4b0300d943294e0f513635ac53c8da76.jpg,3,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/9909609d96703efcd62c2b841d59a03b.jpg,4,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/ad9a9961f577c0b7bf06d03a4b3cfc77.jpg,5,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/948cf6466dec22011644cd13966570bd.jpg,6,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/eb5efd949bfc7b22f1ad342d0cb30d12.jpg,7,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-75448-lego-star-wars-75448-clone-shock-trooper-mech-151-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/00943c6bb2cb52316abb67505c48109b.jpg,8,"LEGO Star Wars 75448 Clone Shock Trooper Mech (151 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks","3 IN 1 DINOSAUR TOY – LEGO® Creator 3 in 1 Fierce Dinosaur (31379) building set lets boys, girls and kids ages 8+ get creative as they build and rebuild 3 dinosaur toys with the same bricks
ENDLESS PRETEND PLAY OPTIONS – Kids can enjoy creative stories with 3 dinosaur figures (models cannot be built simultaneously): a Velociraptor toy, or a Stegosaurus or Pterosaur
POSABLE DINOSAUR FIGURES – The Velociraptor toy has a posable jaw, head, arms, legs and tail; the Stegosaurus toy can move its tail, head and legs, and the Pterosaur has posable wings, head and feet
ACCESSORIES FOR PLAY AND DISPLAY – Each prehistoric animal figure comes with an accessory featuring a dinosaur skull and rib cage, a set of dinosaur eggs and a plant, for both play and display
GIFT FOR BOYS AND GIRLS – This great value LEGO® Creator 3 in 1 set makes a cool birthday gift for kids or a dinosaur gift for builders ages 8 and up who love creative toys
MORE 3 IN 1 FUN – Enjoy even more building adventures with other sets (sold separately) from the extensive LEGO® Creator 3 in 1 range
FEED YOUR KID’S PASSION – Every 3 in 1 set gives kids 3 different building options inspired by their biggest passions, including animals, vehicles and houses
DIMENSIONS – This 283-piece LEGO® dinosaur set features a Velociraptor toy standing over 5.5 in. (14 cm) tall",LEGO,Creator 3 in 1,"New, Creator 3 in 1, Building Toys, Ages 8+, Creator 3 in 1, Novelty",TRUE,Title,Default Title,31379,5702018033210,shopify,0,deny,manual,425,1799.00,,TRUE,TRUE,https://ph-live.slatic.net/p/da6eea02cd87498e247c458fb76abab3.jpg,1,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",active,8+,283,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/ab336294b4933469860561a0c0dcf18e.jpg,2,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/737b1f06431bc399bf93f0498add9162.jpg,3,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/50b108a3484617dadb6f80a25e998486.jpg,4,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/ada9e1a2a5fde483735caea3b3d3ac58.jpg,5,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/6341628727a262e74ca1268bbbd504e6.jpg,6,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/dbb40758a423103212f82b7dce5531b7.jpg,7,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-31379-lego-creator-3-in-1-31379-fierce-dinosaur-283-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/1e0b6f8e5975a781c400ecb5f5af9b7f.jpg,8,"LEGO Creator 3 in 1 31379 Fierce Dinosaur (283 pieces), Building Blocks",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)","• A hypercar toy for kids aged 10+ – This LEGO® Technic™ Koenigsegg Jesko Absolut Gray Hypercar car building set for kids features authentic details to delight young vehicle fans
• Build the features of this hypercar toy – Builders explore lots of engineering concepts as they assemble the articulated V8 engine and the differential before testing out the steering
• Realistic door design – The model features a dihedral synchro-helix door system, which allows the doors to rotate 90 degrees while moving outwards, just like those on the real car
• Car enthusiast gift – This car building kit makes a great gift idea for kids who love vehicles and want to build a model version of one of the fastest road-legal cars in the world
• An introduction to engineering – LEGO® Technic™ buildable model sets feature realistic movement and mechanisms to introduce young LEGO builders to the universe of engineering
• A helping hand – Discover intuitive instructions in the LEGO® Builder app, where builders can zoom in and rotate models in 3D, track their progress and save sets as they develop new skills
• Measurements – An 801-piece set with a model measuring over 3 in. (8 cm) high, 11 in. (28 cm) long and 5 in. (13 cm) wide",LEGO,Technic,"New, Technic, Building Toys, Ages 10+, Technic, Outgoing",TRUE,Title,Default Title,42173,5702017584072,shopify,0,deny,manual,1000,3999.00,,TRUE,TRUE,https://sg-test-11.slatic.net/p/6859dcab6a416131fab010bb76ce3364.jpg,1,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",active,10+,801,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/92d92e5a90f2dfdede1b92d2aac6c2d6.jpg,2,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/95147faf245ccf5412a5337d8ded7920.jpg,3,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/004b1386a61564e3d2594d6eb8dee9ee.jpg,4,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/612268ac7bcc6f24c31bfdebf70eaffc.jpg,5,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/717e048b2d48b535f87a75a7138544e7.jpg,6,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/3664b115f8ed3570703e53295660dc68.jpg,7,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-42173-lego-technic-42173-koenigsegg-jesko-absolut-grey-hypercar-age-10-building-blocks-2024-801pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/ca334e00ff9050beec8c79ed8fdffcc1.jpg,8,"LEGO Technic 42173 Koenigsegg Jesko Absolut Grey Hypercar, Age 10+, Building Blocks, 2024 (801pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)","• ONE PIECE pirate toy – Kids bring ONE PIECE adventures to life with this Windmill Village Hut building kit, a LEGO® anime toy for boys and girls aged 8 and up
• Action hero toy – The set includes minifigures of Luffy, Shanks and Makino, 3 well-known characters from the Netflix show
• Pretend-play toy – Kids can remove the roof of the beachside store to access a fun-filled interior and cross the jetty to set sail in a pirate boat
• Authentic action and adventure for ONE PIECE fans – A ’Wanted’ poster and a mysterious Devil Fruit inspire imaginative play
• Pirate gift for anime lovers – Treat fans of ONE PIECE pirate adventures to this versatile build-and-play toy
• Expand the fun – The LEGO® ONE PIECE range of sets (sold separately) lets kids collect and combine models to take the imaginative play-and-display possibilities even further
• LEGO® ONE PIECE collectibles – LEGO ONE PIECE toys put the Netflix show’s characters, locations and exciting adventures into the hands of young fans
• 299-piece playset – The set’s LEGO® store model measures over 5 in. (13 cm) high, 7.5 in. (19 cm) wide and 7.5 in. (19 cm) deep",LEGO,One piece,"New, One piece, Building Toys, Ages 8+, One piece, Outgoing",TRUE,Title,Default Title,75636,5702017817996,shopify,0,deny,manual,444,2299.00,,TRUE,TRUE,https://sg-test-11.slatic.net/p/b550999c87c76cf3227c99829db4313a.jpg,1,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",active,8+,299,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/4d4bb0f35ebb24c61696d84fd8043e36.jpg,2,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/0bb5e875deea00735f1a2b0b933fc839.jpg,3,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/d719bda8f36c12e140000bfce49de8aa.jpg,4,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/9948da9d3515b50682fbfe3ac9841a9c.jpg,5,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/b9b79d0116239efcd9b68decd784b6ee.jpg,6,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/abe2be0f1d375bcad0688b7b3c721d25.jpg,7,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-75636-lego-one-piece-75636-windmill-village-hut-age-8-building-blocks-2025-299pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/4e5097503b2281a11038459b1947f9af.jpg,8,"LEGO ONE PIECE 75636 Windmill Village Hut, Age 8+, Building Blocks, 2025 (299pcs)",,,,,
lego-21333-lego-d2c-ideas-21333-van-gogh-starry-night-age-18-building-blocks-2022-2316pcs,"LEGO D2C Ideas 21333 Van Gogh Starry Night, Age 18+, Building Blocks, 2022 (2316pcs)","• 3D LEGO® brick art model (21333) of a Vincent van Gogh masterpiece – Recreate the timeless beauty of Van Gogh’s 1889 painting, The Starry Night, with this LEGO Ideas build-and-display set for adults
• Capture Van Gogh’s colors and brushstrokes – Discover clever building techniques to mirror the swirling clouds and rolling hills of the original artwork
• Adjustable display arm for the Vincent van Gogh minifigure – Display the minifigure holding his paintbrush and palette in front of an easel with a printed mini version of The Starry Night painting
• Creative collaboration – The Museum of Modern Art (MoMA) is proud to join with the LEGO Group and the fan designer to share this project with art lovers around the world
• Gift idea for adults – Treat yourself or give this 2,316-piece LEGO® Ideas model as a birthday, holiday or surprise gift to someone who’s into home decoration or classic paintings
• Home decor – This LEGO® brick Van Gogh art recreation measures over 11 in. (28 cm) high, 14.5 in. (38 cm) wide and 4.5 in. (12 cm) deep and can be displayed freestanding or hung by its wall hook
• Step-by-step guide – Includes an illustrated booklet featuring the set’s fan designer and LEGO® designers, plus easy-to-follow instructions to help you build with confidence
• The LEGO® fans’ choice – This buildable model for adults is one of many LEGO Ideas sets, each created by a fan designer, voted for by LEGO fans and produced by the LEGO Group
• Premium quality – LEGO® bricks meet strict industry quality standards to ensure that they connect simply and securely for robust builds
• Safety first – LEGO® components are dropped, heated, crushed, twisted and carefully analyzed to make sure that they comply with stringent global safety standards",LEGO D2C,Ideas,"New, Ideas, Building Toys, Ages 18+, Ideas, Outgoing",TRUE,Title,Default Title,21333,5702017189840,shopify,0,deny,manual,2723,11999.00,,TRUE,TRUE,https://sg-test-11.slatic.net/p/8de0edb214a766bdc0cfee411e3deaa2.jpg,1,"LEGO D2C Ideas 21333 Van Gogh Starry Night, Age 18+, Building Blocks, 2022 (2316pcs)",active,18+,2316,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)","• Bonsai tree kit – Build 3 trees that represent peace and balance with this LEGO® Botanicals Mini Bonsai Trees building set for adults, which offers an immersive project for nature lovers
• Tree decor – The building kit includes a ginkgo bonsai tree with yellow leaves, a black pine bonsai tree with green needles and a wisteria bonsai tree with hanging lilac flowers
• Customizable decor – The trees have interchangeable foliage, so you can have fun swapping leaves to create customized bonsai trees, for example decorating the wisteria trunk with ginkgo leaves
• Indoor plants – The set includes 2 ornamental stands that allow the bonsai trees to be displayed at different heights and in different combinations for bespoke decor
• Nature gift – Thebuilding kit makes a fun gift for plant lovers on special occasions, as well as a great housewarming gift or Valentine’s Day gift for men and women
• LEGO® Builder app – Digital instructions are available in the LEGO Builder app, where you can zoom and rotate your LEGO bonsai trees in 3D and track your building progress
• Build more blooms – Combine these brick-built trees with other sets (sold separately) in the LEGO® Botanicals collection, where you’ll discover LEGO bouquets, bamboos and more
• Dimensions – The wisteria bonsai tree in this 709-piece set measures over 7 in. (19 cm) high, 5.5 in. (14 cm) wide and 4 in. (10 cm) deep",LEGO,Botanicals,"New, Botanicals, Building Toys, Ages 18+, Botanicals, Carry Over",TRUE,Title,Default Title,10373,5702017824840,shopify,0,deny,manual,603,4499.00,,TRUE,TRUE,https://ph-live.slatic.net/p/1a488343e9a29d86e4445e8c6d1d5bef.jpg,1,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",active,18+,709,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/5c244f18cffa8e181e94291795a6057a.jpg,2,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/60b994441baefa5b7ae2bfaad94e8549.jpg,3,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/441570eeaa1568b5444e5e962a15b332.jpg,4,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/a83cd6ab778255f10cbcc8902f5ee1d5.jpg,5,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/a491e37d0db1a118f7881e5dc18c077d.jpg,6,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/2720cd3073fea3cc71423ab2e5beec7c.jpg,7,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-10373-lego-botanicals-10373-mini-bonsai-trees-age-18-building-blocks-2025-709pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/d9672e2e8cf2f75b7b6254c1faeefa5a.jpg,8,"LEGO Botanicals 10373 Mini Bonsai Trees, Age 18+, Building Blocks, 2025 (709pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)","• Model airliner and ground support vehicles building toy set – LEGO® City Passenger Airplane (60367) set with realistic detailing and functions
• What’s in the box? – This toy playset has everything kids need to build a Passenger Airplane, airstair, apron bus, pushback tug, catering truck and baggage truck, plus 7 minifigures
• Features and functions – Kids can operate the catering truck to board supplies and remove the aircraft’s roof to access its detailed cockpit, seating, aisle, toilet and catering area
• A treat for fans of toy aircraft – Makes a fun holiday or birthday gift for kids and aged 7 and up
• Plenty of room for play – The toy Passenger Airplane measures over 7.5 in. (19 cm) high, 18.5 in. (47 cm) long and 17.5 in. (44 cm) wide
• Fun accessories add to the play – LEGO® toy minifigure accessories include a suitcase, camera, backpack, briefcase, walkie-talkie, 2 drinks cans and 2 cups
• A fun interactive building experience – Kids can zoom in and rotate and view the models in this set from all angles as they construct them with the LEGO® Builder app for smartphones and tablets
• Creative play without limits – Unleash more fun and adventures when you combine this set with others from the LEGO® City range
• Quality assured – All LEGO® components meet stringent industry standards to ensure they are consistent, compatible and fun to build with
• Safety checked – LEGO® components are dropped, heated, crushed, twisted and analyzed to make sure they meet strict global standards for safety",LEGO,City,"New, City, Building Toys, Ages 7+, City, Carry Over",TRUE,Title,Default Title,60367,5702017416274,shopify,0,deny,manual,1773,7999.00,,TRUE,TRUE,https://sg-test-11.slatic.net/p/a85e1914eb690d0942cdd8197aa96a55.jpg,1,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",active,7+,913,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/0b7442a0036d98578bd7545117c0f83d.jpg,2,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/6f30c4352c309752aff8039b11d3f35c.jpg,3,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/4e0d2e6794979b4f4fc7bb38f18312e9.jpg,4,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/645f30250de84597ce61915d9a0fc07d.jpg,5,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/19e0231f923ec58c368b2122ab6e1409.jpg,6,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/7c5067bde76f51b39baf04fd02607898.jpg,7,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-60367-lego-city-60367-passenger-airplane-age-7-building-blocks-2023-913pcs,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/dae3482916fbf3c1d893b25fc1da59bc.jpg,8,"LEGO City 60367 Passenger Airplane, Age 7+, Building Blocks, 2023 (913pcs)",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks","MINECRAFT® ZOMBIE DUNGEON TOY – Enter the LEGO® Minecraft Zombie Dungeon (21587) if you dare, where boys and girls encounter action and gaming fun in a creative building set for kids ages 8 and up
3 ZOMBIE FIGURES – Includes a Wastelands Wanderer minifigure, a slime and 3 zombies, including one with enchanted leggings and gold sword and one with diamond helmet
PRETEND PLAY TOY – Set in the Minecraft desert biome, this set offers hands-on features to inspire imaginative play such as a rotating, zombie-spawning chamber and sliding piece to trigger a rockfall
FUN GAMING ACCESSORIES – LEGO® Minecraft® accessories include netherite armor, a mace, diamond pickaxe, gold sword, diamond helmet, crafting table, torch and a chest containing bread, bone and rotten flesh
GAMER GIFT IDEA – If you’re looking for gifts for Minecraft® lovers, this LEGO® Minecraft set makes a great birthday, holiday or any-day treat for fans of the best-selling game
MINECRAFT® MADE REAL – Kids with a passion for Minecraft can create and customize scenes from the game; rearranging, rebuilding and reimagining as new adventures take shape
SETS FOR MINECRAFT® PLAYERS – LEGO® Minecraft building toys offer kids a huge range of familiar scenes, features and mobs from the popular game
DIMENSIONS – The 284-piece LEGO® Minecraft Zombie Dungeon building set measures over 8.5 in. (21 cm) high, 5 in. (12 cm) wide and 5.5 in. (15 cm) deep",LEGO,Minecraft,"New, Minecraft, Building Toys, Ages 8+, Minecraft, Novelty",TRUE,Title,Default Title,21587,5702018055861,shopify,0,deny,manual,528,2299.00,,TRUE,TRUE,https://sg-test-11.slatic.net/p/aff7602726da674cfb4bc2c7c7a1cf51.jpg,1,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",active,8+,284,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/40e3ec9dc8cc21783b5341c2a82fc703.jpg,2,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/449119a1cda88c8118f095ec5b152722.jpg,3,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/a852678ab404a59baaf0061240cf21ea.jpg,4,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/8d0b83067796fdec7826699f9d4d9fa6.jpg,5,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/3bbebac8eafa3ea3b2f8cb68076dc2eb.jpg,6,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/b2521165a26ed79864f073ddba6e5e09.jpg,7,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
lego-21587-lego-minecraft-21587-zombie-dungeon-284-pieces-building-blocks,,,,,,,,,,,,,,,,,,,,https://sg-test-11.slatic.net/p/c2e9be1adf0c667f15b367f863586781.jpg,8,"LEGO Minecraft 21587 Zombie Dungeon (284 pieces), Building Blocks",,,,,
